209.202.168.77 - - [26/Dec/2009:10:24:29 -0700] "GET /faq/ HTTP/1.0" 200 3178 "-" "GingerCrawler/1.0 (Language Assistant for Dyslexics; www.gingersoftware.com/crawler_agent.htm; support at ginger software dot com)"
174.51.242.195 - - [26/Dec/2009:11:29:44 -0700] "GET / HTTP/1.1" 200 3707 "-" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:11:32:34 -0700] "GET /movies/id/2009-sherlock-holmes/ HTTP/1.1" 200 8457 "http://www.criticcomrade.com/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:11:32:47 -0700] "GET /common/img/movie/2009-sherlock-holmes_poster.jpg HTTP/1.1" 200 6381 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
24.9.25.242 - - [26/Dec/2009:14:20:38 -0700] "GET / HTTP/1.1" 200 2851 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.16) Gecko/2009120208 Firefox/3.0.16 (.NET CLR 3.5.30729)"
24.9.25.242 - - [26/Dec/2009:14:20:43 -0700] "GET /users/login/ HTTP/1.1" 200 2759 "http://www.criticcomrade.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.16) Gecko/2009120208 Firefox/3.0.16 (.NET CLR 3.5.30729)"
24.9.25.242 - - [26/Dec/2009:14:20:57 -0700] "GET / HTTP/1.1" 200 3675 "http://www.criticcomrade.com/users/login/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.16) Gecko/2009120208 Firefox/3.0.16 (.NET CLR 3.5.30729)"
24.9.25.242 - - [26/Dec/2009:14:20:57 -0700] "POST /form/login/ HTTP/1.1" 302 20 "http://www.criticcomrade.com/users/login/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.16) Gecko/2009120208 Firefox/3.0.16 (.NET CLR 3.5.30729)"
24.9.25.242 - - [26/Dec/2009:14:21:22 -0700] "GET /movies/id/2009-sherlock-holmes/ HTTP/1.1" 200 8396 "http://www.criticcomrade.com/" "Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.0.16) Gecko/2009120208 Firefox/3.0.16 (.NET CLR 3.5.30729)"
76.22.132.173 - - [26/Dec/2009:15:20:36 -0700] "GET / HTTP/1.1" 200 2851 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-us) AppleWebKit/531.21.8 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10"
209.202.168.73 - - [26/Dec/2009:19:34:25 -0700] "GET /faq/ HTTP/1.0" 200 3178 "-" "GingerCrawler/1.0 (Language Assistant for Dyslexics; www.gingersoftware.com/crawler_agent.htm; support at ginger software dot com)"
174.51.242.195 - - [26/Dec/2009:22:32:01 -0700] "GET / HTTP/1.1" 200 3707 "-" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:32:52 -0700] "GET /movies/id/2009-sherlock-holmes/ HTTP/1.1" 200 8457 "http://www.criticcomrade.com/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:32:57 -0700] "GET /common/img/movie/2009-sherlock-holmes_poster.jpg HTTP/1.1" 200 6381 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:34:40 -0700] "POST /form/user_review/ HTTP/1.1" 302 20 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:35:06 -0700] "GET /movies/id/2009-sherlock-holmes/ HTTP/1.1" 200 8571 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:35:18 -0700] "GET /common/img/movie/2009-sherlock-holmes_poster.jpg HTTP/1.1" 200 6381 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:37:05 -0700] "GET /critics/id/ella-taylor-at-village-voice/ HTTP/1.1" 200 18133 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:37:07 -0700] "GET /critics/id/tony-macklin-at-tonymacklinnet/ HTTP/1.1" 200 10433 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:37:09 -0700] "GET /users/my/critics/ HTTP/1.1" 200 4088 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:37:36 -0700] "GET /critics/id/jeanne-kaplan-at-kaplan-vs-kaplan/ HTTP/1.1" 200 8511 "http://www.criticcomrade.com/users/my/critics/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:38:30 -0700] "GET /movies/id/2009-avatar/ HTTP/1.1" 200 9198 "http://www.criticcomrade.com/critics/id/tony-macklin-at-tonymacklinnet/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
174.51.242.195 - - [26/Dec/2009:22:38:43 -0700] "GET /common/img/movie/2009-avatar_poster.jpg HTTP/1.1" 200 3805 "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.1.6) Gecko/20091215 Ubuntu/9.10 (karmic) Firefox/3.5.6"
209.202.168.74 - - [26/Dec/2009:23:45:25 -0700] "GET /faq/ HTTP/1.0" 200 3178 "-" "GingerCrawler/1.0 (Language Assistant for Dyslexics; www.gingersoftware.com/crawler_agent.htm; support at ginger software dot com)"
208.80.193.37 - - [26/Dec/2009:23:53:50 -0700] "GET / HTTP/1.0" 200 16540 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; SIMBAR={48743BAE-4B0A-4001-B359-76B5578CD143}; .NET CLR 1.1.4322; .NET CLR 2.0.50727)"
64.56.78.10 - - [27/Dec/2009:07:00:43 -0700] "GET / HTTP/1.0" 200 16541 "-" "al_viewer larbin2.6.3@unspecified.mail"
174.51.242.195 - - [27/Dec/2009:09:37:25 -0700] "GET / HTTP/1.1" 200 3699 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.6) Gecko/20091201 Firefox/3.5.6 (.NET CLR 3.5.30729)"
195.210.57.83 - - [28/Dec/2009:03:11:55 -0700] "GET / HTTP/1.0" 200 2821 "-" "Mozilla/5.0 (compatible; KaloogaBot; http://www.kalooga.com/info.html?page=crawler)"
64.56.78.10 - - [28/Dec/2009:03:38:41 -0700] "GET / HTTP/1.0" 200 15547 "-" "al_viewer larbin2.6.3@unspecified.mail"
208.80.193.44 - - [28/Dec/2009:08:31:02 -0700] "GET / HTTP/1.0" 200 15547 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; {FBCBFCB5-A146-427D-BD3D-3C7E995F10CB}; .NET CLR 1.0.3705; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:07 -0700] "GET / HTTP/1.1" 200 15547 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:12 -0700] "GET /users/tutorial/step-1/ HTTP/1.1" 200 47489 "http://www.criticcomrade.com" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:17 -0700] "GET /users/login/ HTTP/1.1" 200 15532 "http://www.criticcomrade.com/users/tutorial/step-1/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:28 -0700] "GET /users/tutorial/step-1/ HTTP/1.1" 200 52132 "http://www.criticcomrade.com/users/login/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:28 -0700] "POST /form/login/ HTTP/1.1" 302 - "http://www.criticcomrade.com/users/login/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:39 -0700] "GET /movies/id/2009-sherlock-holmes/ HTTP/1.1" 200 62455 "http://www.criticcomrade.com/users/tutorial/step-1/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:49 -0700] "GET /common/img/movie/2009-sherlock-holmes_poster.jpg HTTP/1.1" 200 6381 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:02:58 -0700] "POST /form/user_review/ HTTP/1.1" 302 - "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:03:20 -0700] "GET /movies/id/2009-sherlock-holmes/ HTTP/1.1" 200 62638 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:03:33 -0700] "GET /common/img/movie/2009-sherlock-holmes_poster.jpg HTTP/1.1" 200 6381 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:04:56 -0700] "GET /movies/id/2009-avatar/ HTTP/1.1" 200 26227 "http://www.criticcomrade.com/movies/id/2009-sherlock-holmes/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:05:09 -0700] "GET /common/img/movie/2009-avatar_poster.jpg HTTP/1.1" 200 3805 "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:05:15 -0700] "POST /form/user_review/ HTTP/1.1" 302 - "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:05:37 -0700] "GET /movies/id/2009-avatar/ HTTP/1.1" 200 26428 "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:05:50 -0700] "GET /common/img/movie/2009-avatar_poster.jpg HTTP/1.1" 200 3805 "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:06:36 -0700] "POST /form/user_review/ HTTP/1.1" 302 - "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:06:58 -0700] "GET /movies/id/2009-avatar/ HTTP/1.1" 200 26428 "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:07:10 -0700] "GET /common/img/movie/2009-avatar_poster.jpg HTTP/1.1" 200 3805 "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
165.130.136.208 - - [28/Dec/2009:09:07:19 -0700] "GET /movies/id/2009-alvin-and-the-chipmunks-the-squeakquel/ HTTP/1.1" 200 16025 "http://www.criticcomrade.com/movies/id/2009-avatar/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 1.1.4322)"
65.55.207.119 - - [28/Dec/2009:10:27:43 -0700] "GET / HTTP/1.1" 200 2821 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
65.55.207.119 - - [28/Dec/2009:10:27:45 -0700] "GET / HTTP/1.0" 200 15547 "-" "msnbot/2.0b (+http://search.msn.com/msnbot.htm)"
207.66.142.78 - - [28/Dec/2009:10:54:38 -0700] "GET / HTTP/1.1" 200 2821 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727)"
97.118.241.102 - - [28/Dec/2009:15:26:32 -0700] "GET / HTTP/1.1" 301 278 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.16) Gecko/2009120208 Firefox/3.0.16 (.NET CLR 3.5.30729)"
97.118.241.102 - - [28/Dec/2009:15:26:33 -0700] "GET / HTTP/1.1" 200 2821 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.16) Gecko/2009120208 Firefox/3.0.16 (.NET CLR 3.5.30729)"
174.51.242.195 - - [28/Dec/2009:16:26:23 -0700] "GET / HTTP/1.1" 200 3710 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.6) Gecko/20091201 Firefox/3.5.6 (.NET CLR 3.5.30729)"
211.154.136.237 - - [28/Dec/2009:20:40:14 -0700] "GET / HTTP/1.1" 200 15547 "-" "Dvtu/1.0 (compatible; MSIE 6.0; Windows NT 5.1; Linux; Vxworks)"
66.235.124.6 - - [29/Dec/2009:02:30:04 -0700] "GET / HTTP/1.1" 200 2821 "-" "Mozilla/5.0 (compatible; Ask Jeeves/Teoma; +http://about.ask.com/en/docs/about/webmasters.shtml)"
85.25.124.4 - - [29/Dec/2009:02:30:07 -0700] "GET / HTTP/1.1" 200 2821 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:10 -0700] "GET /movies/opening/ HTTP/1.1" 200 2760 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:15 -0700] "GET /movies/in-theaters/ HTTP/1.1" 200 5159 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:19 -0700] "GET /movies/coming-up/ HTTP/1.1" 200 3549 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:23 -0700] "GET /movies/ HTTP/1.1" 200 3507 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:27 -0700] "GET /critics/ HTTP/1.1" 200 3298 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:34 -0700] "GET /about/ HTTP/1.1" 200 3405 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:37 -0700] "GET /faq/ HTTP/1.1" 200 3141 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:40 -0700] "GET /users/tutorial/step-1/ HTTP/1.1" 200 4904 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:43 -0700] "GET /movies/id/2009-the-white-ribbon/ HTTP/1.1" 200 5754 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:48 -0700] "GET /movies/id/2009-loss-of-a-teardrop-diamond/ HTTP/1.1" 200 5625 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:53 -0700] "GET /movies/id/2010-whats-the-matter-with-kansas/ HTTP/1.1" 200 4072 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:30:58 -0700] "GET /movies/id/2009-old-partner/ HTTP/1.1" 200 4193 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:02 -0700] "GET /movies/id/2009-avatar/ HTTP/1.1" 200 3375 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:07 -0700] "GET /movies/id/2009-sherlock-holmes/ HTTP/1.1" 200 8446 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:11 -0700] "GET /movies/id/2009-alvin-and-the-chipmunks-the-squeakquel/ HTTP/1.1" 200 6848 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:16 -0700] "GET /movies/id/2009-its-complicated/ HTTP/1.1" 200 7538 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:21 -0700] "GET /movies/id/2009-the-blind-side/ HTTP/1.1" 200 7310 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:26 -0700] "GET /movies/id/2010-crazy-on-the-outside/ HTTP/1.1" 200 3368 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:30 -0700] "GET /movies/id/2010-daybreakers/ HTTP/1.1" 200 3417 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:35 -0700] "GET /movies/id/2010-leap-year/ HTTP/1.1" 200 3392 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:40 -0700] "GET /movies/id/2010-youth-in-revolt/ HTTP/1.1" 200 3397 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:44 -0700] "GET /movies/id/2010-hoodwinked-too-hood-vs-evil/ HTTP/1.1" 200 3386 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:49 -0700] "GET /movies/id/2010-the-book-of-eli/ HTTP/1.1" 200 3401 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
85.25.124.4 - - [29/Dec/2009:02:31:53 -0700] "GET /movies/id/2010-the-lovely-bones/ HTTP/1.1" 200 3547 "-" "Linguee Bot (http://www.linguee.com/bot; bot@linguee.com)"
